Tm,Tr,Tc,Kernel Time,GFLOPS
106,14,9,2.501,53.66562495
107,8,9,2.501,53.66562495
107,10,11,2.501,53.66562495
107,10,14,2.501,53.66562495
128,13,7,2.501,53.66562495
32,12,16,2.502,53.64417586
67,12,8,2.502,53.64417586
68,8,14,2.502,53.64417586
68,10,14,2.502,53.64417586
68,15,9,2.502,53.64417586
69,6,16,2.502,53.64417586
74,5,16,2.502,53.64417586
75,8,11,2.502,53.64417586
75,16,6,2.502,53.64417586
86,16,14,2.502,53.64417586
87,8,10,2.502,53.64417586
87,12,8,2.502,53.64417586
87,16,12,2.502,53.64417586
88,11,11,2.502,53.64417586
95,16,15,2.502,53.64417586
101,16,4,2.502,53.64417586
105,10,15,2.502,53.64417586
108,13,11,2.502,53.64417586
120,16,6,2.502,53.64417586
128,9,7,2.502,53.64417586
54,16,8,2.503,53.62274391
60,16,10,2.503,53.62274391
67,12,9,2.503,53.62274391
68,9,15,2.503,53.62274391
68,12,12,2.503,53.62274391
68,13,10,2.503,53.62274391
69,9,13,2.503,53.62274391
72,8,8,2.503,53.62274391
75,13,9,2.503,53.62274391
75,15,11,2.503,53.62274391
87,11,10,2.503,53.62274391
87,16,15,2.503,53.62274391
88,12,9,2.503,53.62274391
89,12,12,2.503,53.62274391
94,16,5,2.503,53.62274391
105,11,12,2.503,53.62274391
115,15,16,2.503,53.62274391
126,8,16,2.503,53.62274391
68,9,8,2.504,53.60132907
68,10,12,2.504,53.60132907
74,8,10,2.504,53.60132907
74,16,16,2.504,53.60132907
81,11,16,2.504,53.60132907
81,12,11,2.504,53.60132907
82,5,16,2.504,53.60132907
87,15,11,2.504,53.60132907
87,16,7,2.504,53.60132907
88,13,10,2.504,53.60132907
92,5,16,2.504,53.60132907
92,16,5,2.504,53.60132907
94,9,15,2.504,53.60132907
99,9,11,2.504,53.60132907
104,5,16,2.504,53.60132907
105,11,10,2.504,53.60132907
106,8,12,2.504,53.60132907
106,10,10,2.504,53.60132907
106,12,11,2.504,53.60132907
106,13,9,2.504,53.60132907
107,11,12,2.504,53.60132907
113,16,5,2.504,53.60132907
120,16,8,2.504,53.60132907
16,8,16,2.505,53.57993134
54,14,16,2.505,53.57993134
60,16,15,2.505,53.57993134
66,16,10,2.505,53.57993134
68,9,9,2.505,53.57993134
68,13,9,2.505,53.57993134
75,8,10,2.505,53.57993134
75,9,10,2.505,53.57993134
81,11,13,2.505,53.57993134
86,6,16,2.505,53.57993134
86,12,10,2.505,53.57993134
86,16,7,2.505,53.57993134
87,10,16,2.505,53.57993134
93,7,16,2.505,53.57993134
93,13,12,2.505,53.57993134
95,7,16,2.505,53.57993134
99,9,9,2.505,53.57993134
99,10,11,2.505,53.57993134
100,10,15,2.505,53.57993134
106,13,8,2.505,53.57993134
114,9,14,2.505,53.57993134
114,16,14,2.505,53.57993134
120,7,16,2.505,53.57993134
127,16,13,2.505,53.57993134
128,7,8,2.505,53.57993134
67,8,15,2.506,53.55855068
68,4,16,2.506,53.55855068
68,10,8,2.506,53.55855068
69,13,14,2.506,53.55855068
71,8,8,2.506,53.55855068
75,12,14,2.506,53.55855068
83,4,16,2.506,53.55855068
84,16,4,2.506,53.55855068
87,15,8,2.506,53.55855068
88,15,14,2.506,53.55855068
94,8,10,2.506,53.55855068
94,11,13,2.506,53.55855068
99,14,9,2.506,53.55855068
105,16,4,2.506,53.55855068
106,9,9,2.506,53.55855068
114,9,11,2.506,53.55855068
114,10,11,2.506,53.55855068
115,7,16,2.506,53.55855068
115,12,12,2.506,53.55855068
127,12,16,2.506,53.55855068
128,12,4,2.506,53.55855068
68,8,10,2.507,53.53718708
69,15,9,2.507,53.53718708
75,10,9,2.507,53.53718708
75,15,9,2.507,53.53718708
82,6,16,2.507,53.53718708
82,8,10,2.507,53.53718708
87,10,9,2.507,53.53718708
92,14,8,2.507,53.53718708
99,14,16,2.507,53.53718708
99,16,7,2.507,53.53718708
107,7,16,2.507,53.53718708
109,8,11,2.507,53.53718708
114,10,13,2.507,53.53718708
114,13,9,2.507,53.53718708
69,10,8,2.508,53.51584051
75,10,11,2.508,53.51584051
81,11,9,2.508,53.51584051
87,10,10,2.508,53.51584051
88,12,10,2.508,53.51584051
100,11,9,2.508,53.51584051
105,11,14,2.508,53.51584051
122,16,13,2.508,53.51584051
66,16,4,2.509,53.49451096
87,12,15,2.509,53.49451096
88,4,16,2.509,53.49451096
94,4,16,2.509,53.49451096
100,10,13,2.509,53.49451096
100,14,9,2.509,53.49451096
100,16,4,2.509,53.49451096
101,14,14,2.509,53.49451096
106,10,9,2.509,53.49451096
108,12,13,2.509,53.49451096
115,9,10,2.509,53.49451096
126,16,11,2.509,53.49451096
128,11,10,2.509,53.49451096
52,9,16,2.51,53.47319841
53,16,15,2.51,53.47319841
69,10,15,2.51,53.47319841
75,12,9,2.51,53.47319841
87,12,10,2.51,53.47319841
99,11,10,2.51,53.47319841
105,13,8,2.51,53.47319841
106,5,16,2.51,53.47319841
107,11,8,2.51,53.47319841
41,16,11,2.511,53.45190283
53,16,13,2.511,53.45190283
68,9,12,2.511,53.45190283
70,9,8,2.511,53.45190283
73,10,16,2.511,53.45190283
88,8,10,2.511,53.45190283
93,14,16,2.511,53.45190283
105,10,10,2.511,53.45190283
106,11,12,2.511,53.45190283
117,10,11,2.511,53.45190283
119,12,12,2.511,53.45190283
126,16,12,2.511,53.45190283
73,16,6,2.512,53.4306242
81,14,8,2.512,53.4306242
86,8,14,2.512,53.4306242
92,9,10,2.512,53.4306242
94,9,10,2.512,53.4306242
114,13,8,2.512,53.4306242
67,16,9,2.513,53.40936251
69,16,5,2.513,53.40936251
87,14,9,2.513,53.40936251
94,12,9,2.513,53.40936251
99,16,11,2.513,53.40936251
102,9,8,2.513,53.40936251
106,16,4,2.513,53.40936251
113,9,11,2.513,53.40936251
114,14,11,2.513,53.40936251
114,16,7,2.513,53.40936251
115,11,9,2.513,53.40936251
128,5,11,2.513,53.40936251
128,5,12,2.513,53.40936251
34,8,16,2.514,53.38811774
34,14,16,2.514,53.38811774
67,11,9,2.514,53.38811774
73,11,8,2.514,53.38811774
82,4,16,2.514,53.38811774
93,13,16,2.514,53.38811774
108,8,14,2.514,53.38811774
108,11,16,2.514,53.38811774
121,5,16,2.514,53.38811774
40,16,13,2.515,53.36688986
68,12,11,2.515,53.36688986
74,9,13,2.515,53.36688986
103,8,9,2.515,53.36688986
105,13,9,2.515,53.36688986
39,16,15,2.516,53.34567886
54,16,9,2.516,53.34567886
86,15,16,2.516,53.34567886
93,12,13,2.516,53.34567886
115,9,8,2.516,53.34567886
116,10,15,2.516,53.34567886
60,10,10,2.517,53.3244847
69,9,10,2.517,53.3244847
75,9,11,2.517,53.3244847
75,10,10,2.517,53.3244847
75,14,9,2.517,53.3244847
80,8,13,2.517,53.3244847
88,12,12,2.517,53.3244847
120,16,5,2.517,53.3244847
34,16,9,2.518,53.30330739
55,9,16,2.518,53.30330739
68,6,8,2.518,53.30330739
80,16,7,2.518,53.30330739
89,10,9,2.518,53.30330739
105,11,11,2.518,53.30330739
108,10,11,2.518,53.30330739
116,14,8,2.518,53.30330739
67,16,4,2.519,53.28214688
68,13,13,2.519,53.28214688
87,8,13,2.519,53.28214688
96,16,4,2.519,53.28214688
104,9,9,2.519,53.28214688
106,8,13,2.519,53.28214688
106,10,14,2.519,53.28214688
106,15,12,2.519,53.28214688
115,9,13,2.519,53.28214688
115,13,8,2.519,53.28214688
120,12,11,2.519,53.28214688
128,11,5,2.519,53.28214688
32,11,16,2.52,53.26100317
81,13,10,2.52,53.26100317
87,8,15,2.52,53.26100317
93,16,8,2.52,53.26100317
106,14,13,2.52,53.26100317
114,8,12,2.52,53.26100317
118,8,16,2.52,53.26100317
127,16,8,2.52,53.26100317
76,8,11,2.521,53.23987624
105,11,13,2.521,53.23987624
53,4,16,2.522,53.21876606
75,11,9,2.522,53.21876606
93,12,16,2.522,53.21876606
100,9,14,2.522,53.21876606
120,9,14,2.522,53.21876606
75,9,14,2.523,53.19767261
99,9,10,2.523,53.19767261
108,11,14,2.523,53.19767261
75,9,8,2.524,53.17659588
84,9,9,2.524,53.17659588
95,14,11,2.524,53.17659588
98,16,4,2.524,53.17659588
108,11,8,2.524,53.17659588
17,16,8,2.525,53.15553584
67,8,11,2.525,53.15553584
16,13,16,2.526,53.13449248
38,16,8,2.526,53.13449248
93,15,16,2.526,53.13449248
110,4,16,2.526,53.13449248
128,8,6,2.526,53.13449248
16,11,16,2.527,53.11346577
94,15,15,2.527,53.11346577
108,15,10,2.527,53.11346577
128,8,11,2.527,53.11346577
39,16,9,2.528,53.0924557
52,6,16,2.528,53.0924557
67,8,13,2.528,53.0924557
81,14,11,2.528,53.0924557
99,7,9,2.528,53.0924557
103,9,16,2.528,53.0924557
107,8,15,2.528,53.0924557
128,8,4,2.528,53.0924557
33,16,9,2.529,53.07146224
33,16,13,2.529,53.07146224
58,9,9,2.529,53.07146224
75,14,11,2.529,53.07146224
89,8,8,2.529,53.07146224
121,6,16,2.529,53.07146224
128,6,8,2.529,53.07146224
80,8,15,2.53,53.05048538
128,4,12,2.53,53.05048538
75,10,13,2.531,53.02952509
80,13,10,2.531,53.02952509
88,11,8,2.531,53.02952509
100,11,8,2.531,53.02952509
128,7,7,2.531,53.02952509
16,16,11,2.532,53.00858136
68,8,12,2.532,53.00858136
99,14,13,2.532,53.00858136
27,16,8,2.533,52.98765417
47,16,11,2.533,52.98765417
67,11,16,2.533,52.98765417
67,14,16,2.533,52.98765417
68,10,13,2.533,52.98765417
87,14,10,2.533,52.98765417
95,11,13,2.533,52.98765417
68,14,8,2.534,52.96674349
95,4,16,2.534,52.96674349
83,10,8,2.535,52.94584931
95,8,12,2.535,52.94584931
122,10,10,2.535,52.94584931
17,16,16,2.536,52.92497161
62,9,16,2.536,52.92497161
68,8,9,2.536,52.92497161
74,9,10,2.536,52.92497161
80,11,12,2.536,52.92497161
86,16,12,2.536,52.92497161
99,13,8,2.536,52.92497161
100,8,9,2.536,52.92497161
100,13,8,2.536,52.92497161
113,13,8,2.536,52.92497161
68,9,14,2.537,52.90411037
74,12,12,2.537,52.90411037
81,12,10,2.537,52.90411037
94,10,11,2.537,52.90411037
100,16,6,2.537,52.90411037
103,5,16,2.537,52.90411037
107,14,12,2.537,52.90411037
109,8,16,2.537,52.90411037
112,8,6,2.537,52.90411037
33,13,16,2.538,52.88326556
65,8,9,2.538,52.88326556
69,11,12,2.538,52.88326556
74,12,9,2.538,52.88326556
83,8,10,2.538,52.88326556
85,16,4,2.538,52.88326556
32,16,15,2.539,52.86243718
51,9,8,2.539,52.86243718
77,16,7,2.539,52.86243718
97,4,16,2.539,52.86243718
105,13,10,2.539,52.86243718
116,10,11,2.539,52.86243718
121,10,8,2.539,52.86243718
34,16,13,2.54,52.8416252
45,8,16,2.54,52.8416252
54,16,13,2.54,52.8416252
67,12,16,2.54,52.8416252
67,13,12,2.54,52.8416252
68,11,12,2.54,52.8416252
69,12,11,2.54,52.8416252
73,15,8,2.54,52.8416252
80,15,8,2.54,52.8416252
82,10,10,2.54,52.8416252
106,14,15,2.54,52.8416252
107,9,15,2.54,52.8416252
117,14,13,2.54,52.8416252
66,16,7,2.541,52.82082959
69,13,10,2.541,52.82082959
72,4,16,2.541,52.82082959
87,8,8,2.541,52.82082959
87,11,12,2.541,52.82082959
87,14,8,2.541,52.82082959
88,12,14,2.541,52.82082959
93,16,14,2.541,52.82082959
94,8,12,2.541,52.82082959
94,11,14,2.541,52.82082959
106,12,14,2.541,52.82082959
106,13,14,2.541,52.82082959
65,10,9,2.542,52.80005035
65,16,9,2.542,52.80005035
69,8,9,2.542,52.80005035
74,10,12,2.542,52.80005035
80,11,8,2.542,52.80005035
81,9,10,2.542,52.80005035
82,13,9,2.542,52.80005035
86,14,16,2.542,52.80005035
87,6,8,2.542,52.80005035
87,9,11,2.542,52.80005035
88,9,12,2.542,52.80005035
88,10,11,2.542,52.80005035
88,10,14,2.542,52.80005035
88,15,12,2.542,52.80005035
93,11,10,2.542,52.80005035
93,16,13,2.542,52.80005035
94,9,14,2.542,52.80005035
95,12,15,2.542,52.80005035
105,10,14,2.542,52.80005035
115,10,9,2.542,52.80005035
116,13,12,2.542,52.80005035
46,9,16,2.543,52.77928746
59,16,6,2.543,52.77928746
68,11,7,2.543,52.77928746
68,14,11,2.543,52.77928746
69,5,16,2.543,52.77928746
69,8,6,2.543,52.77928746
69,15,10,2.543,52.77928746
69,15,16,2.543,52.77928746
70,9,9,2.543,52.77928746
74,11,9,2.543,52.77928746
74,11,10,2.543,52.77928746
74,12,14,2.543,52.77928746
76,10,8,2.543,52.77928746
80,13,12,2.543,52.77928746
81,9,9,2.543,52.77928746
81,15,10,2.543,52.77928746
82,8,8,2.543,52.77928746
82,14,11,2.543,52.77928746
82,16,5,2.543,52.77928746
83,9,14,2.543,52.77928746
86,13,16,2.543,52.77928746
87,9,8,2.543,52.77928746
87,9,15,2.543,52.77928746
87,13,12,2.543,52.77928746
94,11,8,2.543,52.77928746
100,10,14,2.543,52.77928746
105,9,11,2.543,52.77928746
105,9,15,2.543,52.77928746
106,9,10,2.543,52.77928746
107,12,11,2.543,52.77928746
107,14,10,2.543,52.77928746
108,13,10,2.543,52.77928746
113,11,12,2.543,52.77928746
114,8,10,2.543,52.77928746
119,16,7,2.543,52.77928746
120,8,9,2.543,52.77928746
128,6,13,2.543,52.77928746
128,11,4,2.543,52.77928746
35,16,9,2.544,52.75854088
39,16,12,2.544,52.75854088
45,6,16,2.544,52.75854088
52,11,16,2.544,52.75854088
53,7,16,2.544,52.75854088
59,10,16,2.544,52.75854088
65,9,16,2.544,52.75854088
68,5,16,2.544,52.75854088
68,12,10,2.544,52.75854088
68,15,12,2.544,52.75854088
74,14,15,2.544,52.75854088
74,16,4,2.544,52.75854088
76,4,16,2.544,52.75854088
76,13,13,2.544,52.75854088
77,16,4,2.544,52.75854088
80,10,14,2.544,52.75854088
81,9,12,2.544,52.75854088
82,9,11,2.544,52.75854088
82,10,9,2.544,52.75854088
82,11,10,2.544,52.75854088
82,13,14,2.544,52.75854088
82,14,13,2.544,52.75854088
87,11,11,2.544,52.75854088
87,12,13,2.544,52.75854088
88,10,9,2.544,52.75854088
92,8,11,2.544,52.75854088
92,13,10,2.544,52.75854088
93,4,16,2.544,52.75854088
95,13,8,2.544,52.75854088
99,10,9,2.544,52.75854088
100,14,13,2.544,52.75854088
104,8,11,2.544,52.75854088
104,9,12,2.544,52.75854088
104,14,15,2.544,52.75854088
105,9,9,2.544,52.75854088
106,10,15,2.544,52.75854088
106,14,11,2.544,52.75854088
107,12,15,2.544,52.75854088
109,13,8,2.544,52.75854088
114,11,14,2.544,52.75854088
116,8,11,2.544,52.75854088
119,14,11,2.544,52.75854088
120,9,8,2.544,52.75854088
122,16,4,2.544,52.75854088
25,16,16,2.545,52.73781061
45,16,14,2.545,52.73781061
47,16,8,2.545,52.73781061
52,10,16,2.545,52.73781061
52,11,11,2.545,52.73781061
59,7,16,2.545,52.73781061
66,16,12,2.545,52.73781061
69,16,6,2.545,52.73781061
74,8,13,2.545,52.73781061
74,10,13,2.545,52.73781061
75,6,9,2.545,52.73781061
76,8,15,2.545,52.73781061
81,9,13,2.545,52.73781061
81,10,10,2.545,52.73781061
82,16,10,2.545,52.73781061
83,14,15,2.545,52.73781061
84,8,8,2.545,52.73781061
84,8,16,2.545,52.73781061
86,11,13,2.545,52.73781061
88,9,14,2.545,52.73781061
88,10,13,2.545,52.73781061
92,10,12,2.545,52.73781061
98,12,12,2.545,52.73781061
100,8,14,2.545,52.73781061
104,10,12,2.545,52.73781061
105,8,9,2.545,52.73781061
105,8,14,2.545,52.73781061
105,12,11,2.545,52.73781061
105,12,12,2.545,52.73781061
105,14,8,2.545,52.73781061
105,14,13,2.545,52.73781061
105,15,9,2.545,52.73781061
106,9,12,2.545,52.73781061
106,13,10,2.545,52.73781061
108,14,8,2.545,52.73781061
114,7,16,2.545,52.73781061
114,11,10,2.545,52.73781061
115,14,12,2.545,52.73781061
117,4,16,2.545,52.73781061
120,11,10,2.545,52.73781061
126,16,6,2.545,52.73781061
19,9,16,2.546,52.71709662
22,8,16,2.546,52.71709662
33,6,16,2.546,52.71709662
34,6,16,2.546,52.71709662
45,12,8,2.546,52.71709662
46,11,16,2.546,52.71709662
48,16,8,2.546,52.71709662
52,8,16,2.546,52.71709662
53,11,11,2.546,52.71709662
53,16,6,2.546,52.71709662
64,16,4,2.546,52.71709662
65,8,8,2.546,52.71709662
66,5,16,2.546,52.71709662
67,14,10,2.546,52.71709662
68,15,8,2.546,52.71709662
68,16,5,2.546,52.71709662
69,12,13,2.546,52.71709662
69,15,8,2.546,52.71709662
69,15,14,2.546,52.71709662
73,9,11,2.546,52.71709662
74,9,15,2.546,52.71709662
74,12,11,2.546,52.71709662
75,15,10,2.546,52.71709662
81,11,10,2.546,52.71709662
81,11,11,2.546,52.71709662
81,14,14,2.546,52.71709662
81,15,12,2.546,52.71709662
83,9,11,2.546,52.71709662
87,9,13,2.546,52.71709662
87,13,8,2.546,52.71709662
89,8,16,2.546,52.71709662
89,16,5,2.546,52.71709662
94,13,13,2.546,52.71709662
94,14,9,2.546,52.71709662
94,15,11,2.546,52.71709662
94,16,6,2.546,52.71709662
95,12,8,2.546,52.71709662
95,15,9,2.546,52.71709662
98,12,11,2.546,52.71709662
99,7,16,2.546,52.71709662
100,14,16,2.546,52.71709662
101,8,9,2.546,52.71709662
101,9,8,2.546,52.71709662
104,16,6,2.546,52.71709662
105,8,13,2.546,52.71709662
105,12,14,2.546,52.71709662
107,10,13,2.546,52.71709662
107,11,9,2.546,52.71709662
107,11,10,2.546,52.71709662
113,10,13,2.546,52.71709662
114,13,10,2.546,52.71709662
114,15,13,2.546,52.71709662
115,12,11,2.546,52.71709662
116,10,13,2.546,52.71709662
128,7,6,2.546,52.71709662
128,12,7,2.546,52.71709662
19,16,9,2.547,52.6963989
41,8,16,2.547,52.6963989
44,16,7,2.547,52.6963989
51,8,9,2.547,52.6963989
51,8,16,2.547,52.6963989
53,9,13,2.547,52.6963989
66,10,16,2.547,52.6963989
66,16,11,2.547,52.6963989
68,10,15,2.547,52.6963989
68,12,14,2.547,52.6963989
69,8,14,2.547,52.6963989
69,14,12,2.547,52.6963989
73,6,16,2.547,52.6963989
74,11,12,2.547,52.6963989
75,14,12,2.547,52.6963989
81,12,12,2.547,52.6963989
82,9,14,2.547,52.6963989
83,8,6,2.547,52.6963989
83,16,8,2.547,52.6963989
86,8,10,2.547,52.6963989
86,9,10,2.547,52.6963989
86,9,13,2.547,52.6963989
87,11,15,2.547,52.6963989
88,8,9,2.547,52.6963989
99,9,12,2.547,52.6963989
99,15,16,2.547,52.6963989
100,8,11,2.547,52.6963989
100,13,10,2.547,52.6963989
101,13,8,2.547,52.6963989
102,10,8,2.547,52.6963989
104,15,9,2.547,52.6963989
105,11,8,2.547,52.6963989
105,12,9,2.547,52.6963989
105,13,14,2.547,52.6963989
105,15,12,2.547,52.6963989
106,10,13,2.547,52.6963989
106,12,15,2.547,52.6963989
107,15,12,2.547,52.6963989
110,16,4,2.547,52.6963989
113,11,11,2.547,52.6963989
113,12,10,2.547,52.6963989
115,14,8,2.547,52.6963989
120,4,16,2.547,52.6963989
120,11,14,2.547,52.6963989
120,13,11,2.547,52.6963989
121,13,9,2.547,52.6963989
48,16,11,2.548,52.67571743
53,14,16,2.548,52.67571743
53,15,16,2.548,52.67571743
64,9,8,2.548,52.67571743
66,7,16,2.548,52.67571743
66,9,9,2.548,52.67571743
66,16,6,2.548,52.67571743
67,10,16,2.548,52.67571743
68,8,8,2.548,52.67571743
68,14,12,2.548,52.67571743
69,9,15,2.548,52.67571743
73,8,8,2.548,52.67571743
73,11,12,2.548,52.67571743
73,12,8,2.548,52.67571743
74,13,10,2.548,52.67571743
75,13,15,2.548,52.67571743
77,4,16,2.548,52.67571743
80,10,12,2.548,52.67571743
81,8,13,2.548,52.67571743
81,9,8,2.548,52.67571743
81,10,14,2.548,52.67571743
81,15,14,2.548,52.67571743
82,11,13,2.548,52.67571743
88,14,14,2.548,52.67571743
92,12,13,2.548,52.67571743
94,12,8,2.548,52.67571743
94,14,13,2.548,52.67571743
95,13,14,2.548,52.67571743
98,6,16,2.548,52.67571743
99,8,13,2.548,52.67571743
100,9,12,2.548,52.67571743
100,10,11,2.548,52.67571743
100,12,9,2.548,52.67571743
105,6,8,2.548,52.67571743
105,14,12,2.548,52.67571743
107,13,11,2.548,52.67571743
108,10,14,2.548,52.67571743
108,11,13,2.548,52.67571743
109,10,11,2.548,52.67571743
113,10,9,2.548,52.67571743
114,8,13,2.548,52.67571743
115,13,10,2.548,52.67571743
115,16,5,2.548,52.67571743
120,8,13,2.548,52.67571743
120,11,15,2.548,52.67571743
120,13,13,2.548,52.67571743
121,7,16,2.548,52.67571743
121,11,13,2.548,52.67571743
126,6,16,2.548,52.67571743
127,16,6,2.548,52.67571743
33,16,10,2.549,52.65505218
40,16,8,2.549,52.65505218
40,16,16,2.549,52.65505218
44,16,9,2.549,52.65505218
45,16,9,2.549,52.65505218
46,16,5,2.549,52.65505218
48,16,9,2.549,52.65505218
48,16,10,2.549,52.65505218
58,16,10,2.549,52.65505218
58,16,11,2.549,52.65505218
67,10,9,2.549,52.65505218
68,10,11,2.549,52.65505218
69,8,8,2.549,52.65505218
69,13,11,2.549,52.65505218
69,14,15,2.549,52.65505218
74,8,11,2.549,52.65505218
74,9,8,2.549,52.65505218
74,9,12,2.549,52.65505218
74,13,15,2.549,52.65505218
74,14,14,2.549,52.65505218
75,9,16,2.549,52.65505218
75,10,8,2.549,52.65505218
76,12,7,2.549,52.65505218
76,16,12,2.549,52.65505218
77,8,8,2.549,52.65505218
81,6,10,2.549,52.65505218
81,9,14,2.549,52.65505218
81,9,15,2.549,52.65505218
81,14,9,2.549,52.65505218
82,12,13,2.549,52.65505218
84,7,16,2.549,52.65505218
87,8,9,2.549,52.65505218
88,15,9,2.549,52.65505218
93,8,9,2.549,52.65505218
94,9,12,2.549,52.65505218
94,10,13,2.549,52.65505218
95,6,16,2.549,52.65505218
98,4,16,2.549,52.65505218
99,10,10,2.549,52.65505218
99,14,11,2.549,52.65505218
101,14,13,2.549,52.65505218
104,10,10,2.549,52.65505218
106,8,9,2.549,52.65505218
107,11,14,2.549,52.65505218
113,14,14,2.549,52.65505218
114,10,9,2.549,52.65505218
115,12,9,2.549,52.65505218
120,8,10,2.549,52.65505218
120,12,14,2.549,52.65505218
128,14,4,2.549,52.65505218
32,15,16,2.55,52.63440314
44,5,16,2.55,52.63440314
45,7,16,2.55,52.63440314
46,16,14,2.55,52.63440314
47,11,12,2.55,52.63440314
54,16,12,2.55,52.63440314
58,16,16,2.55,52.63440314
65,6,16,2.55,52.63440314
67,4,16,2.55,52.63440314
68,15,10,2.55,52.63440314
68,15,11,2.55,52.63440314
69,6,8,2.55,52.63440314
69,10,13,2.55,52.63440314
69,13,12,2.55,52.63440314
69,15,13,2.55,52.63440314
73,4,16,2.55,52.63440314
73,7,16,2.55,52.63440314
73,10,13,2.55,52.63440314
74,8,9,2.55,52.63440314
75,10,15,2.55,52.63440314
81,5,16,2.55,52.63440314
81,11,14,2.55,52.63440314
81,11,15,2.55,52.63440314
82,7,16,2.55,52.63440314
82,14,9,2.55,52.63440314
82,15,9,2.55,52.63440314
83,16,4,2.55,52.63440314
86,10,12,2.55,52.63440314
86,15,9,2.55,52.63440314
88,9,15,2.55,52.63440314
88,14,11,2.55,52.63440314
89,4,16,2.55,52.63440314
89,9,9,2.55,52.63440314
92,13,12,2.55,52.63440314
99,14,10,2.55,52.63440314
100,9,15,2.55,52.63440314
104,9,8,2.55,52.63440314
105,8,11,2.55,52.63440314
105,14,9,2.55,52.63440314
106,15,10,2.55,52.63440314
107,9,10,2.55,52.63440314
108,4,16,2.55,52.63440314
112,15,11,2.55,52.63440314
113,14,10,2.55,52.63440314
114,14,13,2.55,52.63440314
120,10,11,2.55,52.63440314
122,16,6,2.55,52.63440314
126,7,16,2.55,52.63440314
